step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
43,train,0.11852331166891864,0.10700995830325322,0.011513353365665373,0.0,0.0,0.0,0.0,0.0,0.0
43,val,0.1320256846801361,0.12045389993436433,0.011571784745771805,0.0,0.0,0.0,0.0,0.0,0.0
44,train,0.13224698807550683,0.12068608092207116,0.011560907153435657,0.0,0.0,0.0,0.0,0.0,0.0
44,val,0.12450776103109401,0.11292574357609642,0.011582017454997656,0.0,0.0,0.0,0.0,0.0,0.0
45,train,0.1292142668255444,0.1176034372896977,0.01161082953584668,0.0,0.0,0.0,0.0,0.0,0.0
45,val,0.12674760941809057,0.11511739444681775,0.011630214971272777,0.0,0.0,0.0,0.0,0.0,0.0
46,train,0.12894046535493436,0.11731500551129562,0.011625459843638752,0.0,0.0,0.0,0.0,0.0,0.0
46,val,0.13242012329341868,0.12081272329991802,0.011607399993500642,0.0,0.0,0.0,0.0,0.0,0.0
47,train,0.13064967705254196,0.1190842039193382,0.011565473133203805,0.0,0.0,0.0,0.0,0.0,0.0
47,val,0.13194191823022455,0.120398361758593,0.011543556471631586,0.0,0.0,0.0,0.0,0.0,0.0
48,train,0.12820459710006288,0.1166646647964193,0.01153993230364357,0.0,0.0,0.0,0.0,0.0,0.0
48,val,0.13015780939754895,0.11863073297423549,0.011527076423313526,0.0,0.0,0.0,0.0,0.0,0.0
49,train,0.12838082545522045,0.11688875862256926,0.011492066832651283,0.0,0.0,0.0,0.0,0.0,0.0
49,val,0.1268146778039521,0.11527467427597102,0.011540003527981119,0.0,0.0,0.0,0.0,0.0,0.0
50,train,0.1377955173500496,0.12621088767399838,0.01158462967605125,0.0,0.0,0.0,0.0,0.0,0.0
50,val,0.14527619789519894,0.1337270322279802,0.011549165667218744,0.0,0.0,0.0,0.0,0.0,0.0
51,train,0.13223697812179064,0.12061393641338229,0.011623041708408395,0.0,0.0,0.0,0.0,0.0,0.0
51,val,0.12478801060536653,0.11319304708257842,0.011594963522788103,0.0,0.0,0.0,0.0,0.0,0.0
52,train,0.1321963177270843,0.12052531257502212,0.011671005152062213,0.0,0.0,0.0,0.0,0.0,0.0
52,val,0.1254672605126304,0.11376785614084081,0.011699404371789629,0.0,0.0,0.0,0.0,0.0,0.0
53,train,0.13454228567202034,0.12283580871186689,0.011706476960153409,0.0,0.0,0.0,0.0,0.0,0.0
53,val,0.12653388199117388,0.11476611620382642,0.011767765787347496,0.0,0.0,0.0,0.0,0.0,0.0
54,train,0.1323379641376434,0.12060418560650177,0.011733778531141634,0.0,0.0,0.0,0.0,0.0,0.0
54,val,0.12605311025961685,0.11429889228932608,0.011754217970290848,0.0,0.0,0.0,0.0,0.0,0.0
55,train,0.14093752831436218,0.12922357320915975,0.011713955105202456,0.0,0.0,0.0,0.0,0.0,0.0
